Referee,location,Winner,title_bout,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Sideways,R_Stance_Southpaw,R_Stance_Switch,avg_opp_SIG_STR_pct_diff,avg_TD_pct_diff,avg_opp_TD_pct_diff,avg_SUB_ATT_diff,avg_opp_SUB_ATT_diff,avg_REV_diff,avg_opp_REV_diff,avg_SIG_STR_att_diff,avg_opp_SIG_STR_att_diff,avg_SIG_STR_landed_diff,avg_opp_SIG_STR_landed_diff,avg_TOTAL_STR_att_diff,avg_opp_TOTAL_STR_att_diff,avg_TOTAL_STR_landed_diff,avg_opp_TOTAL_STR_landed_diff,avg_TD_att_diff,avg_opp_TD_att_diff,avg_TD_landed_diff,avg_opp_TD_landed_diff,avg_HEAD_att_diff,avg_opp_HEAD_att_diff,avg_HEAD_landed_diff,avg_opp_HEAD_landed_diff,avg_BODY_att_diff,avg_opp_BODY_att_diff,avg_BODY_landed_diff,avg_opp_BODY_landed_diff,avg_LEG_att_diff,avg_opp_LEG_att_diff,avg_LEG_landed_diff,avg_opp_LEG_landed_diff,avg_DISTANCE_att_diff,avg_opp_DISTANCE_att_diff,avg_DISTANCE_landed_diff,avg_opp_DISTANCE_landed_diff,avg_CLINCH_att_diff,avg_opp_CLINCH_att_diff,avg_CLINCH_landed_diff,avg_opp_CLINCH_landed_diff,avg_GROUND_att_diff,avg_opp_GROUND_att_diff,avg_GROUND_landed_diff,avg_opp_GROUND_landed_diff,avg_CTRL_time(seconds)_diff,avg_opp_CTRL_time(seconds)_diff,total_time_fought(seconds)_diff,total_rounds_fought_diff,total_title_bouts_diff,current_win_streak_diff,current_lose_streak_diff,longest_win_streak_diff,wins_diff,losses_diff,draw_diff,win_by_Decision_Majority_diff,win_by_Decision_Split_diff,win_by_Decision_Unanimous_diff,win_by_KO/TKO_diff,win_by_Submission_diff,win_by_TKO_Doctor_Stoppage_diff,Height_cms_diff,Reach_cms_diff,Weight_lbs_diff,age_diff
Steve Rita, USA,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.013125,0.1284375,-0.0803125,0.047403463,0.030208333,0,0,-19.47526042,-43.375,-3.739583333,-20.30208333,-13.27083333,0,0.833333333,-17.47082649,-2.221608607,-0.760416667,-0.229166667,-0.416666667,-16.82890625,-32.53125,-3.354166667,-11.72987773,-1.04729983,-7.854166667,-0.083333333,-5.8515625,-2.614583333,-3.78125,-1.131510417,-3.435481771,-22.60416667,-45.88541667,-6.5625,-21.70833333,-0.614583333,0.221614583,0.28125,-0.072916667,1.229166667,-0.234375,0.777083333,-0.1875,2.743164063,-10.96875,-261.5,-18,0,0,-1,-1,-2,-4,0,0,-1,-1,0,0,0,17.78,20.32,0,-5
Steve Mazzagatti, USA,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.0725,-0.25,0.2,0.047403463,0.030208333,0,0,14.71223958,19.46875,5,8.25,22.39583333,0,11,12.78959018,-0.013275274,0.666666667,-0.083333333,0.229166667,10.10859375,15,1.666666667,4.988872274,2.088116837,2.083333333,1.333333333,1.294270833,1.5,1.59375,1.170572917,1.252018229,15,14.98958333,5.520833333,5.333333333,1.197916667,1.377864583,0.5625,0.75,-4,0.578125,-2.847916667,0.5,7.211914063,94.125,469.5,-1,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,0,7.62,2.54,0,10
Thomas Fan, China,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.048125,-0.024375,-0.345,-0.077596537,-0.063541667,-0.166666667,-0.010416667,-19.83984375,-24.625,-10.36458333,-12.92708333,-29.58333333,0,-20.13541667,-17.14790982,0.03880806,-1.84375,-0.010416667,-0.96875,-16.92265625,-19.36458333,-7.833333333,-9.084044393,-3.495216497,-5.572916667,-2.822916667,-4.018229167,-0.4375,-0.479166667,-0.537760417,-0.539648437,-16.36458333,-18.45833333,-8.1875,-7.697916667,-3.760416667,-5.497135417,-2.5,-4.28125,-2.229166667,-3.192708333,-1.441666667,-2.614583333,-200.8505859,-43.8125,-134.96875,-15,0,0,-2,-1,-1,-5,0,0,0,0,0,-1,0,2.54,-5.08,0,2
Herb Dean, USA,Red,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.135,0.41,0,0.416666667,0,0,0,-14.08333333,-19.25,-3.25,-4.25,-2.916666667,0,2.833333333,-0.333333333,1.583333333,-0.25,1,0,-10.08333333,-18.33333333,-0.75,-3.583333333,-3.166666667,-0.666666667,-1.833333333,-0.25,-0.833333333,-0.25,-0.666666667,-0.416666667,-19.5,-18.83333333,-6.416666667,-4,-1.416666667,-1.25,-1.333333333,-0.75,6.833333333,0.833333333,4.5,0.5,393.5,-126.25,-7.75,2,0,0,0,1,1,0,0,0,0,0,-1,2,0,-2.54,-10.16,-6,-8
Yves Lavigne, USA,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.095,0.255,1,-0.166666667,0.083333333,0,0.166666667,33.16666667,36.5,11.91666667,12.16666667,33.66666667,0,12.33333333,10.75,-1.25,0.75,-0.166666667,1,27.75,34.91666667,6.666666667,10.66666667,1.166666667,1.916666667,1,1.833333333,4.25,-0.333333333,4.25,-0.333333333,34.08333333,29.75,12.41666667,8.25,1,3.333333333,0.083333333,1.833333333,-1.916666667,3.416666667,-0.583333333,2.083333333,-80.5,130.75,466.25,1,-1,0,0,-1,-1,0,0,0,1,0,0,-2,0,10.16,7.62,20,0
Leon Roberts, China,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0175,0.25,0.2,0.047403463,0.030208333,0,0,6.712239583,16.80208333,5.333333333,7.25,13.72916667,0,10.66666667,12.78959018,0.653391393,0.333333333,0.25,0.229166667,4.441927083,12.66666667,2.666666667,3.988872274,2.088116837,1.75,1.666666667,1.294270833,-0.833333333,1.59375,0.170572917,1.252018229,0.666666667,11.32291667,1.1875,3.666666667,1.864583333,1.711197917,1.229166667,1.083333333,1.666666667,1.244791667,1.152083333,0.833333333,67.21191406,88.125,338.5,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-2.54,0,0,3
Keith Peterson, USA,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0253125,0.3221875,-0.618632813,0.063151042,-0.083333333,0.011067708,-0.083333333,19.00195313,22.75846354,8.87109375,8.016276042,24.6640625,0,13.92057292,8.794270833,0.91015625,-0.274088542,0.484375,-0.36328125,15.25520833,19.90169271,5.146484375,6.255859375,3.192057292,2.197916667,2.848307292,0.997395833,0.5546875,0.658854167,0.876302083,0.763020833,19.46028646,22.14778646,8.983723958,7.393880208,-0.114583333,0.587890625,0.254557292,0.572265625,-0.34375,0.022786458,-0.3671875,0.050130208,135.0078125,-12.33984375,364.53125,18,0,-2,1,-1,0,5,0,1,0,0,-1,0,0,-2.54,12.7,0,4
Peter Hickmott, United Arab Emirates,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0975,0.25,-0.8,-0.285929871,0.030208333,0,0,11.37890625,15.80208333,2.666666667,7.25,11.72916667,0,1.666666667,12.45625684,0.653391393,0.333333333,0.25,-0.104166667,9.10859375,11.33333333,1.333333333,3.988872274,0.088116837,2.083333333,-0.333333333,1.294270833,1.166666667,1.59375,0.837239583,1.252018229,8.333333333,10.98958333,1.520833333,3.666666667,0.864583333,1.711197917,0.229166667,1.083333333,-0.333333333,0.578125,-0.847916667,0.833333333,67.21191406,-133.875,324.5,-2,0,-1,0,-1,-1,0,0,0,0,0,-1,0,0,2.54,7.62,0,-6
John McCarthy, USA,Blue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.1175,0.33,0.075,-0.047403463,-0.030208333,0,0,-12.14557292,-11.90208333,-4.933333333,-2.35,8.7375,0,14.46666667,23.51040982,0.446608607,0.566666667,0.35,0.270833333,-9.30859375,-12.3,-3.1,-3.622205607,-1.02145017,-1.116666667,-0.533333333,-0.6609375,-0.8,2.30625,-0.470572917,2.647981771,-11.73333333,-13.48958333,-4.554166667,-4.666666667,-0.397916667,3.35546875,0.0375,3.616666667,2.5,0.755208333,1.347916667,0.366666667,362.7880859,552.875,561.5,8,1,1,0,1,1,1,0,0,0,1,0,0,0,-7.62,-2.54,0,7
Herb Dean, United Arab Emirates,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.111035156,-0.08,-0.125546875,-0.044921875,0.020182292,-0.001302083,0,-15.76106771,-3.4609375,-3.542317708,-6.646484375,-18.18033854,0,-5.690755208,-11.82747396,0.065755208,0.452473958,0.12109375,-0.056640625,-7.645182292,-1.031901042,0.464192708,-4.072916667,-4.013020833,1.140625,-1.556640625,0.111979167,-4.102864583,-3.569661458,-2.449869792,-2.685546875,-17.296875,-1.252604167,-4.133463542,-4.537109375,1.438151042,-1.857421875,0.603515625,-1.649088542,0.09765625,-0.350911458,-0.012369792,-0.460286458,-83.32617188,-7.240234375,-102.3964844,-17,0,0,0,-4,-5,-1,0,0,-1,-2,-1,-1,0,0,-7.62,0,3
Marc Goddard, Australia,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.132734375,-0.038242188,-0.58203125,-0.001302083,-0.144270833,0,0,-6.630208333,-7.41484375,-3.472395833,-3.456510417,-10.45677083,0,-6.931770833,-5.96640625,-0.316145833,-0.361458333,-0.080729167,-0.255989583,-4.59140625,-6.711458333,-2.036197917,-3.046875,-1.2515625,-0.37421875,-0.732291667,-0.21171875,-0.787239583,-0.329166667,-0.70390625,-0.197916667,-3.994270833,-4.237239583,-1.600260417,-1.0109375,-1.35859375,-0.70859375,-0.993229167,-0.494270833,-1.27734375,-2.469010417,-0.87890625,-1.951302083,-54.37890625,-135.71875,-234.4335938,-14,0,-1,1,-4,-5,-3,0,0,0,-2,-3,0,0,-7.62,-7.62,20,0
Mario Yamasaki, Brazil,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.053125,0.625,-0.1125,0,0.083333333,-0.041666667,-0.041666667,-14.10416667,-5.520833333,-2.1875,2.770833333,-17.39583333,0,-5.041666667,11.16666667,-0.520833333,0.208333333,0.125,-0.166666667,-14.375,-11.375,-3.229166667,0.4375,-2.041666667,3.916666667,-0.75,1.25,2.3125,1.9375,1.791666667,1.083333333,-9.041666667,-3.916666667,0.979166667,3.833333333,-3.895833333,-2.5625,-2.833333333,-1.4375,-1.166666667,0.958333333,-0.333333333,0.375,90.5,-39.25,5.875,-7,-1,-1,0,-1,-2,-1,0,0,0,-2,1,0,-1,7.62,15.24,-10,-1
Leon Roberts, Denmark,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.038231773,0.75,-0.191738281,-0.055985514,-0.033868631,0,0.333333333,-15.6171875,-7.623665365,-5.416666667,-2.482900874,-7.435343424,0,3.03125,14.82620443,0,-0.666666667,0.406298828,-0.208333333,-11.8088328,-5.772135417,-3.124641927,-0.062941488,-2.5,-1.125,-1.700520833,-1.319584147,-0.168084717,0.131713867,0.116601562,-0.526550293,-11.91666667,-8.438802083,-3.166666667,-3.844270833,-1.833333333,-1.382784017,-1.200520833,-0.785408783,0.595817057,4.416666667,0.494140625,3.5,157.1347656,-72.5,-213.844101,2,0,0,1,0,0,1,0,0,0,0,0,0,0,10.16,5.08,0,-10
Chris Tognoni, USA,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.048232937,-0.071114674,-0.124239874,0.175445398,0.213235092,0.21093146,0.002003543,-21.54368747,-24.09807784,-4.688587411,-12.11647177,-18.4764671,0,-2.432730103,-8.477582423,-0.312283262,-0.231147448,-0.025344086,-0.310268084,-18.80657304,-16.53237619,-3.668982124,-5.776305389,-3.933596388,-2.940612284,-2.276055368,-2.315341504,1.196481959,-4.625089359,1.256450081,-4.024824874,-18.7678093,-23.96975101,-2.597919623,-11.57022851,-2.506873703,-2.70424401,-1.871051407,-2.239972115,-0.269004472,2.57591718,-0.219616381,1.69372886,56.17266226,89.1031661,-270.7285132,-12,-2,-4,0,1,0,-1,0,0,-2,-1,-3,6,0,-5.08,-2.54,-15,-2
Mario Yamasaki, USA,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.27015625,0.07421875,-0.591875,0.145833333,-0.765625,-0.364583333,-0.234375,-6.166666667,-0.015625,-3.541666667,-1.010416667,-4.052083333,0,-1.401041667,-8.817708333,1.130208333,-0.546875,0.880208333,-0.625,-4.416666667,-0.84375,-2.255208333,-1.489583333,-1.223958333,0.713541667,-0.973958333,0.5625,-0.526041667,0.114583333,-0.3125,-0.083333333,-0.90625,3.151041667,-0.854166667,0.953125,0.25,-0.114583333,-0.125,0.005208333,-5.510416667,-3.052083333,-2.5625,-1.96875,21.9375,-246.078125,-192.828125,0,0,0,0,1,1,0,0,0,0,1,-2,2,0,2.54,0,10,3
Leon Roberts, Russia,Red,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.3725,0.25,-0.25,0.083333333,0,0,0,15.58333333,18.16666667,10.66666667,7.083333333,20.58333333,0,15.16666667,19.75,-0.416666667,0.166666667,0.083333333,-0.166666667,11,16.41666667,5.833333333,5.916666667,1.416666667,0.416666667,1.833333333,0.166666667,3.166666667,1.333333333,3,1,10.91666667,14.75,5.833333333,5.333333333,2.75,6.25,3.166666667,4.25,1.916666667,-2.833333333,1.666666667,-2.5,38.5,179.5,446,6,0,1,-1,1,1,1,0,0,0,0,0,1,0,0,-22.86,-8,0
Herb Dean, USA,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.1840625,0.326875,0.18765625,-0.041666667,-0.348958333,0.072916667,0,-16.14583333,-17.21354167,-8.276041667,-5.234375,-13.27083333,0,-5.286458333,0.447916667,1.354166667,0.057291667,0.604166667,0.213541667,-15.22916667,-17.60416667,-7.385416667,-5.885416667,2.4375,-1.536458333,1.78125,-0.921875,-3.354166667,1.927083333,-2.671875,1.572916667,-18.38020833,-20.98958333,-10.05729167,-7.151041667,2.119791667,1.447916667,1.552083333,0.921875,0.114583333,2.328125,0.229166667,0.994791667,110.625,127.625,75.0625,-6,0,2,0,2,-1,-2,0,0,0,1,-1,-1,0,-5.08,-5.08,0,-3
Kevin MacDonald, USA,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.035020845,0.163320994,-0.008610091,0.197800001,0.044275157,0.093785858,0.102645493,11.66996218,-16.97985711,4.75063653,-10.43490381,27.74548439,0,18.31354083,-13.02157056,0.195046608,2.159529066,0.143175952,0.587025253,5.895840192,-13.1407545,0.783525157,-7.322899667,1.646739014,-2.767573977,0.866249855,-2.146586911,4.127382978,-1.071528633,3.100861518,-0.965417234,11.17471309,-9.07064143,4.358154829,-5.945473774,-0.124249736,-1.727792978,-0.110758138,-1.130854527,0.619498833,-6.181422702,0.503239838,-3.358575511,71.23534846,82.89744103,174.7821358,-23,-11,-3,1,1,-1,-3,0,0,0,5,-3,-2,-1,-7.62,0,-10,0
Jason Herzog, USA,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.163104782,0.330296021,0.197453308,-0.390920003,-0.063878377,0,0.020507812,8.435887655,-18.42725372,11.37099202,-11.8024648,-1.842834473,0,2.680821737,-18.47120667,0.20279185,-0.073903402,0.406616211,-0.144210815,5.880935669,-13.01354472,8.763498942,-7.401491801,-1.234476725,-2.911397298,-0.567352295,-2.530212402,3.789428711,-2.502311707,3.174845378,-1.8707606,-10.76188151,-14.65009054,-0.381154378,-9.323491414,-0.600036621,-2.737080892,-0.708129883,-1.903462728,19.79780579,-1.040082296,12.46027629,-0.575510661,230.9169693,-84.36833954,31.46865082,-35,0,3,0,-2,-10,-4,0,0,-2,-6,-1,-1,0,-10.16,0,0,-5
John McCarthy, Japan,Blue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.362939453,-0.176601563,0.051953125,0.025350444,0.159244792,0,0,-15.71907552,-14.93619792,-7.741210938,-4.53531901,-19.73177083,0,-11.11523438,-3.293496426,-0.45677681,-0.56624349,-0.207519531,-0.141927083,-10.99140625,-11.67366536,-4.2734375,-2.453064982,-2.212140274,-1.800292969,-1.467773438,-1.038574219,-1.5,-0.670572917,-1.170572917,-0.328841146,-13.29638672,-13.6624349,-5.04313151,-4.13655599,-0.416829427,-0.042252604,-0.378417969,0.179361979,0.508463542,1.291666667,-0.555078125,1.088541667,-99.21191406,-94.125,-330.2973633,13,3,2,0,2,6,6,0,0,0,0,4,2,0,2.54,2.54,60,-1
Kevin Mulhall, Germany,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.338125,0.395,0.1875,0.5,0.041666667,0,0,-13.08333333,18.47916667,-7.9375,16.9375,10.02083333,0,12.75,34.52083333,1.625,-0.4375,0.770833333,0.0625,-9.791666667,6,-4.520833333,4.916666667,3.333333333,12.47916667,1.875,10.85416667,-6.625,0,-5.291666667,1.166666667,-18.89583333,-2.5,-12.72916667,1.729166667,5.75,16.375,3.708333333,12.79166667,0.0625,4.604166667,1.083333333,2.416666667,251.8125,281.25,170.8125,7,0,0,0,0,2,2,0,0,0,1,-1,2,0,-7.62,-7.62,15,-1
Keith Peterson, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.089101563,-0.240566406,-0.033427734,0.052083333,0.186197917,0.020670573,-0.010416667,-11.22509766,-4.927734375,-3.977539063,-2.58577474,-10.35351562,0,-3.267740885,-1.844238281,-0.088053385,-0.882161458,-0.081542969,-0.11328125,-8.400390625,-4.33577474,-1.741210938,-2.375651042,-1.145182292,0.218261719,-0.754231771,-0.055501302,-1.67952474,-0.810221354,-1.482096354,-0.154622396,-10.13916016,-3.670084635,-3.701171875,-1.595052083,-1.798014323,-1.005208333,-0.88688151,-0.598470052,0.712076823,-0.252441406,0.610514323,-0.392252604,-18.68994141,-5.631347656,-223.15625,-20,0,-2,1,-1,-4,-2,0,0,-1,-5,1,1,0,0,-2.54,0,0
Fernando Yamasaki, Brazil,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.05,0.06,0,-0.333333333,-1,-0.333333333,0,44.33333333,23.83333333,14.83333333,11,5,0,-17.33333333,1.833333333,3.166666667,0.666666667,0.5,0.166666667,31.16666667,16,5.666666667,5.333333333,4.666666667,4.166666667,2.166666667,1.5,8.5,3.666666667,7,4.166666667,50,26.83333333,16.33333333,13.83333333,2.5,1,2,-0.333333333,-8.166666667,-4,-3.5,-2.5,-384.5,-88,0,-3,0,-1,0,-1,-1,0,0,0,0,-1,0,0,0,-2.54,-10.16,0,0
Kim Winslow, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.7,-10.16,0,-1
Neil Hall, United Kingdom,Red,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.37,-0.66,0,0,-0.666666667,0,-0.333333333,-4.666666667,6.666666667,2,9,-6.333333333,0,1,6.666666667,0.666666667,0,-0.666666667,0,-3.333333333,1.333333333,1.333333333,2.666666667,-0.666666667,3.666666667,0.333333333,4.333333333,-0.666666667,1.666666667,0.333333333,2,-1.333333333,4.666666667,3.333333333,5.666666667,-2.333333333,3,-1,3,-1,-1,-0.333333333,0.333333333,-131,-99,-292,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,2.54,0,0
Jorge Alonso, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.175,-0.5,1,-0.333333333,-1,0,-0.166666667,-6.5,1,-4.166666667,-0.666666667,-12.5,0,-9.833333333,-2.666666667,-2,0.166666667,-1,0.333333333,-4.666666667,3.333333333,-2.666666667,1.333333333,-1.5,-1.333333333,-1.166666667,-1.333333333,-0.333333333,-1,-0.333333333,-0.666666667,-0.833333333,-1.333333333,-0.166666667,-0.833333333,0.5,-2,0.666666667,-1.5,-6.166666667,4.333333333,-4.666666667,1.666666667,-295.5,32,-292.5,-3,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,2.54,-7.62,-20,-2
Keith Peterson, Argentina,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.127397461,-0.374545898,0.16875,-0.223511251,0.019791667,0,-0.083333333,10.76967367,7.47853597,3.747680664,2.870564779,11.04101562,0,3.020060221,2.803974128,-0.550384649,0.331665039,-0.478352865,0.1875,10.32050781,6.522949219,3.621805827,1.838420614,-0.017067083,0.637817383,-0.065795898,0.477172852,-0.549296061,-0.473897298,-0.637756348,-0.15986735,6.998758952,4.391866048,1.440979004,1.427571615,1.597635905,0.477229818,1.131815592,-0.029337565,-0.341044108,0.086263021,-0.589697266,-0.194335938,-144.2573242,62.40380859,84.02563477,-28,-1,-3,0,-3,-9,-4,0,0,-2,-4,0,-3,0,-5.08,-15.24,0,-3
Herb Dean, Canada,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.140664063,0.02734375,-0.5621875,0.09765625,0.005208333,0,-0.083333333,0.6640625,0.018229167,0.497395833,2.92578125,1.21484375,0,1.51171875,-7.484375,-0.01171875,-0.442708333,0.05078125,-0.26953125,2.001302083,1.936197917,1.748697917,3.18359375,-0.416666667,0.587239583,-0.330729167,0.686197917,-0.920572917,-2.505208333,-0.920572917,-0.944010417,-0.390625,-0.393229167,-0.40625,2.66015625,0.328125,1.221354167,0.048177083,0.876302083,0.7265625,-0.809895833,0.85546875,-0.610677083,23.1640625,-165.1210938,-257.0507813,5,0,3,0,2,4,1,0,0,1,0,0,3,0,2.54,-5.08,0,-1
Herb Dean, USA,Blue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.035,-0.2575,0,-0.041666667,0.166666667,-0.020833333,-0.104166667,17,-1.083333333,9.604166667,1,13.125,0,6.166666667,0.625,-0.666666667,0.5,-0.791666667,0,14.875,-4.854166667,7.520833333,-3.166666667,1.125,2.854166667,1.083333333,3.1875,1,0.916666667,1,0.979166667,11.91666667,-0.645833333,7.375,0.229166667,4.875,3.270833333,2.875,3.104166667,0.208333333,-3.708333333,-0.645833333,-2.333333333,-15.6875,175.75,239.0625,-7,0,-3,0,-3,-3,0,0,0,0,-2,0,0,-1,-2.54,5.08,5,-8
Kevin MacDonald, USA,Blue,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.2328125,-0.328515625,-0.04,0.755208333,-0.229166667,0.166666667,-0.005208333,28.42057292,25.17213542,12.82317708,5.495572917,46.49270833,0,28.05677083,5.805208333,-1.182291667,1.567708333,-0.416666667,0.614583333,24.75729167,18.76666667,9.65390625,0.763802083,2.660677083,3.817708333,2.359375,2.545052083,1.002604167,2.587760417,0.809895833,2.18671875,22.08072917,26.61354167,8.17890625,7.676822917,2.466145833,-1.483072917,1.72890625,-1.722916667,3.873697917,0.041666667,2.915364583,-0.458333333,-24.48046875,161.4804688,430.625,2,-1,1,0,-1,-1,-1,0,0,-1,0,1,-1,0,0,5.08,0,3
Chris Tognoni, USA,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.11,0.66,-0.5,0,0,0,0,37,26.33333333,19.33333333,7.666666667,48.33333333,0,29.33333333,12,4,-1,2.666666667,-0.666666667,35.66666667,24.66666667,19.33333333,7,1,0.666666667,0,0.333333333,0.333333333,1,0,0.333333333,21.66666667,29,10.33333333,10.66666667,-0.333333333,-3.666666667,-2.666666667,-3.333333333,15.66666667,1,11.66666667,0.333333333,396,-22,572,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,-2.54,-10.16,10,3
Herb Dean, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.05,-0.3325,0.2075,-0.383333333,0,-0.033333333,-0.166666667,7.533333333,1.366666667,4.6,-0.383333333,3.433333333,0,1.05,-4.533333333,-0.85,0.783333333,-0.416666667,0.133333333,5.15,1.216666667,3,-0.75,0.65,0.016666667,0.15,0.216666667,1.733333333,0.133333333,1.45,0.15,10.51666667,1.083333333,6.766666667,-0.616666667,-2.066666667,-0.366666667,-1.066666667,-0.083333333,-0.916666667,0.65,-1.1,0.316666667,-233.75,52,172.5,4,0,-2,0,-2,-1,1,0,0,0,0,-1,0,0,2.54,10.16,0,-5
John McCarthy, USA,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0075,-0.75,0.2,0.047403463,0.030208333,0,0,11.04557292,18.46875,2.333333333,7.916666667,0.729166667,0,-9.666666667,10.78959018,-0.013275274,0.333333333,-0.416666667,0.229166667,7.441927083,14.66666667,0,5.322205607,1.088116837,1.75,0.333333333,0.9609375,1.5,1.260416667,1.170572917,0.918684896,13,13.65625,4.520833333,5,0.864583333,1.04453125,0.229166667,0.416666667,-5.333333333,1.244791667,-4.18125,0.833333333,-170.7880859,88.125,341.5,-1,0,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,-2.54,0,2
