Referee,location,Winner,title_bout,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Sideways,R_Stance_Southpaw,R_Stance_Switch,avg_opp_SIG_STR_pct_diff,avg_TD_pct_diff,avg_opp_TD_pct_diff,avg_SUB_ATT_diff,avg_opp_SUB_ATT_diff,avg_REV_diff,avg_opp_REV_diff,avg_SIG_STR_att_diff,avg_opp_SIG_STR_att_diff,avg_SIG_STR_landed_diff,avg_opp_SIG_STR_landed_diff,avg_TOTAL_STR_att_diff,avg_opp_TOTAL_STR_att_diff,avg_TOTAL_STR_landed_diff,avg_opp_TOTAL_STR_landed_diff,avg_TD_att_diff,avg_opp_TD_att_diff,avg_TD_landed_diff,avg_opp_TD_landed_diff,avg_HEAD_att_diff,avg_opp_HEAD_att_diff,avg_HEAD_landed_diff,avg_opp_HEAD_landed_diff,avg_BODY_att_diff,avg_opp_BODY_att_diff,avg_BODY_landed_diff,avg_opp_BODY_landed_diff,avg_LEG_att_diff,avg_opp_LEG_att_diff,avg_LEG_landed_diff,avg_opp_LEG_landed_diff,avg_DISTANCE_att_diff,avg_opp_DISTANCE_att_diff,avg_DISTANCE_landed_diff,avg_opp_DISTANCE_landed_diff,avg_CLINCH_att_diff,avg_opp_CLINCH_att_diff,avg_CLINCH_landed_diff,avg_opp_CLINCH_landed_diff,avg_GROUND_att_diff,avg_opp_GROUND_att_diff,avg_GROUND_landed_diff,avg_opp_GROUND_landed_diff,avg_CTRL_time(seconds)_diff,avg_opp_CTRL_time(seconds)_diff,total_time_fought(seconds)_diff,total_rounds_fought_diff,total_title_bouts_diff,current_win_streak_diff,current_lose_streak_diff,longest_win_streak_diff,wins_diff,losses_diff,draw_diff,win_by_Decision_Majority_diff,win_by_Decision_Split_diff,win_by_Decision_Unanimous_diff,win_by_KO/TKO_diff,win_by_Submission_diff,win_by_TKO_Doctor_Stoppage_diff,Height_cms_diff,Reach_cms_diff,Weight_lbs_diff,age_diff
Kim Winslow, USA,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,6
Adam Martinez, USA,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.035625,-0.0625,-0.37375,0,0.395833333,0.270833333,-0.104166667,-5.8125,4.354166667,-0.958333333,2.791666667,-4.145833333,0,2.208333333,9.395833333,-0.291666667,3.770833333,-0.041666667,0.979166667,-3.645833333,1.604166667,1.020833333,1.0625,-1.291666667,1.416666667,-1.0625,0.6875,-0.875,1.333333333,-0.916666667,1.041666667,-9.854166667,0.958333333,-4.104166667,1.145833333,2.479166667,5.0625,0.604166667,2.708333333,1.5625,-1.666666667,2.541666667,-1.0625,137.1875,261.5625,503.6875,-7,0,0,0,-1,-2,-2,0,0,0,-1,-1,0,0,-7.62,-5.08,0,-7
Nick Gamst, USA,Red,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.1025,-0.41,-0.05,-0.285929871,0.030208333,-0.333333333,-0.333333333,15.71223958,11.46875,4.666666667,3.916666667,-3.9375,0,-12.33333333,5.456256843,-0.346608607,-0.666666667,-0.416666667,-0.104166667,13.77526042,9.666666667,3.666666667,2.988872274,0.088116837,0.083333333,-0.333333333,-0.372395833,0.833333333,0.927083333,0.50390625,0.585351563,13,7.989583333,3.854166667,2,0.864583333,0.711197917,0.229166667,0.083333333,-0.666666667,0.244791667,-1.18125,0.166666667,-248.7880859,-155.875,-261.5,-3,0,-1,0,-1,-1,0,0,0,0,-1,0,0,0,-5.08,0,0,-3
Mike Beltran, USA,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000656738,-0.540722656,0.397504883,0.270751953,-0.03758138,-0.0625,-0.04296875,2.23038737,13.45424805,-17.47086589,4.453645833,-4.806233724,0,-23.48072917,3.477294922,-0.355094401,-0.59539388,-0.390348307,0.104752604,14.0813151,16.9309082,-6.989713542,5.889306641,-4.946907552,-1.599593099,-4.552783203,-0.6265625,-6.904020182,-1.877067057,-5.928369141,-0.809098307,10.71136068,17.5938151,-10.14718424,6.646500651,-5.460579427,-3.620898437,-4.72257487,-2.027864583,-3.02039388,-0.51866862,-2.601106771,-0.164990234,-114.5217285,-77.37280273,-454.3989258,-27,0,0,0,-2,-6,-2,0,0,0,-6,-2,2,0,0,-2.54,0,-8
Dan Miragliotta, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.012080727,-0.10125,-0.066738281,0.058597819,0.059881369,0,0.083333333,-5.877604167,2.043001302,-4.979166667,0.47543246,-7.789510091,0,-5.666666667,-3.017545573,0.625,-0.625,-0.104117839,-0.166666667,-2.527582804,4.36328125,-2.218391927,1.905808512,-1.385416667,0.03125,-1.513020833,0.294999186,-0.824334717,-1.493286133,-0.539648438,-1.151550293,-1.53125,3.58203125,-2.302083333,1.530729167,-1.520833333,-0.549450684,-1.0859375,-0.337492116,-0.362516276,1.229166667,-0.047526042,0.635416667,-5.927734375,-34.96875,-257.687851,9,0,0,1,2,2,4,0,0,0,0,0,2,0,17.78,7.62,0,2
Mario Yamasaki, United Kingdom,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.16,0,-1,0,0,0,0,6,7.666666667,3.333333333,3.666666667,14.33333333,0,11.33333333,5.333333333,0,0,0,-0.333333333,6.666666667,6.666666667,3.333333333,2.666666667,0,0.333333333,0.333333333,0.333333333,-0.666666667,0.666666667,-0.333333333,0.666666667,3,6,1.333333333,2.333333333,2,1.666666667,1,1.333333333,1,0,1,0,24,15,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54,-10.16,0,0
John McCarthy, USA,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.033828125,0.740703125,0.2928125,-0.036458333,0.116666667,0,-0.002604167,-2.472916667,-1.098958333,-0.258854167,0.577604167,-2.906770833,0,-0.083854167,3.271875,-0.300520833,-0.050520833,0.215625,0.122916667,-1.897916667,1.022916667,1.228125,2.527083333,-0.657291667,-1.427083333,-0.866666667,-1.525,0.082291667,-0.694791667,-0.6203125,-0.424479167,-4.746354167,-3.434895833,-1.416145833,-1.078125,1.2375,0.6171875,0.944270833,0.355729167,1.0359375,1.71875,0.213020833,1.3,-146.03125,38.625,-408.625,-23,-5,-5,0,-5,-4,0,0,1,-2,-5,2,0,0,2.54,2.54,-15,5
Rich Mitchell, United Kingdom,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0675,0.25,-0.355,0.583333333,0,0,0,-15.41666667,-19.16666667,-6,-6.416666667,-9.166666667,0,0,-8.666666667,0.666666667,-0.916666667,0.333333333,-0.583333333,-11.08333333,-19.41666667,-3.583333333,-8.166666667,-4.416666667,-2.75,-2,-1.083333333,0.083333333,3,-0.416666667,2.833333333,-17.75,-9.5,-7.166666667,-0.583333333,1.916666667,-6.166666667,1.333333333,-3.083333333,0.416666667,-3.5,-0.166666667,-2.75,204.75,-166.5,-121.5,-5,0,-2,1,-2,-2,0,0,0,0,-1,0,-1,0,-2.54,0,0,-3
Herb Dean, Russia,Blue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.1359375,-0.36453125,0.2359375,-0.058333333,0.010416667,-0.083333333,0,-8.442708333,-9.223958333,-7.076041667,-6.795833333,-16.684375,0,-13.765625,-6.903125,-0.317708333,0.129166667,-0.544791667,0.229166667,-4.35,-8.075,-3.382291667,-5.570833333,-0.81875,-0.002083333,-1.002083333,-0.253125,-3.273958333,-1.146875,-2.691666667,-0.971875,-4.85,-9.772916667,-3.517708333,-6.245833333,1.632291667,1.219791667,0.622916667,0.089583333,-5.225,-0.670833333,-4.18125,-0.639583333,-218.3125,-75.484375,-226.234375,-7,0,0,0,-1,0,-1,0,0,1,0,-1,0,0,0,-5.08,-14,4
Gasper Oliver, USA,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0775,-0.255,-0.6275,-0.5,-0.125,-0.083333333,0,-15.16666667,3.375,-5.916666667,3.125,-24.29166667,0,-15.41666667,5.708333333,0.333333333,1.958333333,-0.041666667,-0.666666667,-11.08333333,3.875,-3.458333333,2.833333333,-3.583333333,-0.291666667,-2,0.291666667,-0.5,-0.208333333,-0.458333333,0,-8.875,0.833333333,-1,1.375,-0.875,0.958333333,-1,0.75,-5.416666667,1.583333333,-3.916666667,1,-131.375,72.75,75.875,-2,0,-2,2,-1,-2,1,0,0,0,-1,-1,0,0,7.62,2.54,-15,-3
Rob Hinds, USA,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.1025,-0.36375,0.53125,-0.5,0,-0.5,0,15.25,26.70833333,-1.875,8.875,7,0,-8.333333333,11.875,-0.166666667,0.875,-1.416666667,0.583333333,13.91666667,24.625,-2.25,7.041666667,0.875,0.583333333,-0.166666667,0.583333333,0.458333333,1.5,0.541666667,1.25,21.41666667,24.5,3.166666667,8,1.083333333,-0.875,0.125,-0.708333333,-7.25,3.083333333,-5.166666667,1.583333333,-294.125,111.875,184,7,0,-2,1,-1,0,2,0,0,1,1,0,-2,0,-15.24,-7.62,0,4
Larry Landless, USA,Red,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.025390625,0.6921875,-0.15015625,0.583333333,-0.01171875,-0.00390625,0,-13.49479167,-7.001302083,-5.348958333,-3.231770833,5.177083333,0,11.02083333,16.66536458,1.067708333,-1.529947917,0.984375,-0.529947917,-3.970052083,-5.092447917,2.763020833,-1.826822917,-1.109375,-0.08203125,-0.578125,0.338541667,-8.415364583,-1.826822917,-7.533854167,-1.743489583,-20.44921875,-8.826822917,-6.381510417,-3.740885417,-3.716145833,-0.791666667,-3.272135417,-0.608072917,10.67057292,2.6171875,4.3046875,1.1171875,440.34375,118.53125,64.609375,-7,0,0,0,-5,-5,0,0,1,0,-4,-1,0,-1,-2.54,-2.54,0,-5
Kevin Sataki, United Arab Emirates,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0075,-0.05,0.1125,0.047403463,0.030208333,0,0,-54.28776042,-36.19791667,-20.5,-14.33333333,-48.1875,0,-15.83333333,-9.960409824,-0.17994194,-0.5,0.083333333,-0.1875,-43.55807292,-34.91666667,-12.58333333,-13.09446106,-7.911883163,-1.166666667,-5.75,-0.872395833,-3.833333333,-0.90625,-2.99609375,-1.081315104,-57.66666667,-36.92708333,-22.97916667,-14.75,-0.802083333,-1.538802083,-0.4375,-0.916666667,1.666666667,-0.255208333,1.152083333,-0.333333333,61.21191406,-31.375,-181.5,-8,0,0,-1,-2,-2,-1,0,0,0,-1,-1,0,0,-2.54,0,10,-2
John McCarthy, USA,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.41,-0.5,0,0,0,0,0,-14.5,1.666666667,-13,0.5,-80.83333333,0,-78.83333333,-17.83333333,-0.166666667,0.333333333,-0.166666667,0,-3.666666667,2.333333333,-1.166666667,1,-12.16666667,0.333333333,-12.5,0,1.333333333,-1,0.666666667,-0.5,1.333333333,0.666666667,0,-0.166666667,2,0.5,1.333333333,0.166666667,-17.83333333,0.5,-14.33333333,0.5,-154,6,-80.5,2,0,1,0,1,1,0,0,0,0,-1,1,0,0,7.62,5.08,15,6
Josh Rosenthal, USA,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,-5.08,10,3
Yves Lavigne, Canada,Red,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.1796875,-0.1875,0.203125,-0.166666667,0.083333333,0,-0.020833333,-4.5,-8.083333333,-2.28125,-4.354166667,-11.69791667,0,-8.979166667,-6.0625,-0.145833333,-1.510416667,-0.0625,0.052083333,-4.125,-6.4375,-1.708333333,-2.208333333,-0.854166667,-3.958333333,-0.854166667,-3.46875,0.479166667,2.3125,0.28125,1.322916667,0.114583333,-4.96875,-0.03125,-1.885416667,-1.65625,-2.65625,-1.03125,-2.166666667,-2.958333333,-0.458333333,-1.21875,-0.302083333,-78.46875,-42.03125,-287.625,-7,0,0,0,0,-1,-2,0,0,0,0,0,0,-1,-7.62,2.54,5,-5
John McCarthy, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.21375,0.5,-0.115,0.5,-0.25,0,0,-17.25,-23.125,-5.5,-8.833333333,-20.66666667,0,-9.333333333,-15.91666667,-0.125,-1.875,0.166666667,-1,-12.125,-16.20833333,-1.583333333,-3.916666667,-2.125,-5.541666667,-1.333333333,-4.5,-3,-1.375,-2.583333333,-0.416666667,-13.29166667,-12.29166667,-2.958333333,-2.375,-3.041666667,-1.583333333,-2.041666667,-1.125,-0.916666667,-9.25,-0.5,-5.333333333,-29.625,-365.625,-682.125,-8,0,1,-1,-1,-1,-1,0,0,0,-2,0,1,0,2.54,-2.54,-20,-2
Neil Hall, United Arab Emirates,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.046191406,-0.233066406,0.68890625,0.053385417,0.162760417,0,-0.041666667,19.53138021,17.77552083,15.20703125,9.615364583,14.41679688,0,10.75286458,12.58059896,-0.645052083,0.963541667,-0.7859375,0.473958333,6.372786458,14.67955729,2.797786458,6.527994792,6.194661458,4.341666667,5.763541667,4.09140625,6.963932292,-1.245703125,6.645703125,-1.004036458,17.30716146,15.52851563,12.19270833,5.952994792,5.878776042,3.45390625,5.654947917,4.472135417,-3.654557292,-1.206901042,-2.640625,-0.809765625,-384.2089844,66.2109375,-3.9375,-20,-1,0,0,-4,-6,-2,0,0,0,-3,0,-3,0,5.08,-7.62,0,1
Marco Lopez, USA,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.35,0,0.2,-0.119263204,-0.219791667,0,-0.083333333,16.62890625,17.80208333,7.083333333,7.25,15.0625,0,3.833333333,2.622923509,0.236724726,0.416666667,-0.166666667,0.229166667,12.10859375,14,3.666666667,4.65553894,2.17145017,2.416666667,1.583333333,1.627604167,1.333333333,0.59375,1.00390625,0.252018229,14.41666667,12.73958333,5.354166667,4,1.28125,1.627864583,0.895833333,1.083333333,-1.583333333,0.911458333,-0.93125,0.5,-58.53808594,-48.625,239.75,-6,0,-2,0,-2,-2,-1,0,0,0,-1,0,-1,0,2.54,15.24,0,-12
Herb Dean, USA,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.455,0.359375,-0.3325,0,-0.125,-0.041666667,0,-7.645833333,-1.46875,-3.354166667,2.614583333,-7.625,0,-2.166666667,7.09375,1.291666667,-0.09375,0.489583333,-0.1875,-5.989583333,-2.572916667,-2.479166667,0.885416667,-1.291666667,0.333333333,-0.979166667,0.739583333,-0.364583333,0.770833333,0.104166667,0.989583333,-3.291666667,-2.614583333,-1.8125,-0.333333333,-3.59375,-0.645833333,-1.708333333,1.21875,-0.760416667,1.791666667,0.166666667,1.729166667,165.53125,9.28125,80.34375,-8,0,-1,2,-1,-3,-1,0,0,0,-2,-1,0,0,-12.7,-5.08,0,-8
Mario Yamasaki, Canada,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.109296875,0.412109375,-0.217265625,0.295572917,0.203125,0.069010417,0.045572917,-14.43229167,-1.7296875,-7.161979167,1.273697917,-8.884114583,0,-2.254427083,1.98828125,1.083333333,-0.533854167,0.368489583,-0.20703125,-9.320572917,-1.130208333,-2.769270833,1.720052083,-2.05625,-0.709895833,-1.6296875,-0.4625,-3.05546875,0.110416667,-2.763020833,0.016145833,-14.02682292,-6.33515625,-7.428645833,-1.489322917,-1.5421875,-0.31875,-0.55234375,-0.501041667,1.13671875,4.92421875,0.819010417,3.2640625,158.5546875,21.5625,-63.4921875,7,-1,-1,0,-1,0,2,0,0,0,-1,-2,3,0,7.62,20.32,0,-4
Dan Miragliotta, USA,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.319573975,-0.384186401,-0.02505127,0.327555339,-0.097208659,-0.166768392,-0.209655762,-23.78560384,-6.042643229,-5.761901855,7.472147624,-20.95694987,0,-4.713623047,12.23335775,-0.702433268,0.292317708,-0.347961426,0.118204753,-19.00099691,-12.13596598,-2.978190104,2.687438965,-6.143046061,6.900390625,-3.311828613,5.754394531,1.358439128,-0.807067871,0.528116862,-0.969685872,-17.56860352,-14.21356201,-3.185058594,-0.235941569,-3.358561198,-1.986490885,-0.869405111,-0.483256022,-2.858439128,10.15740967,-1.707438151,8.191345215,-164.1918335,230.1801147,-190.5862427,-36,0,0,0,-6,-9,-5,0,0,-2,-4,-2,-1,0,2.54,-2.54,-15,-4
Leon Roberts, Brazil,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0025,0.25,-0.3,-0.619263204,0.030208333,0,0,8.37890625,-1.53125,5,-0.75,12.72916667,0,8.333333333,-22.87707649,-0.013275274,0,0.25,-0.104166667,5.775260417,0.666666667,2,-0.34446106,1.42145017,0.083333333,1.333333333,-0.0390625,0.166666667,-3.072916667,0.837239583,-1.081315104,2.333333333,2.322916667,0.854166667,2.666666667,1.864583333,0.04453125,1.229166667,-0.583333333,1.666666667,-6.421875,1.152083333,-4.5,78.21191406,-197.875,-261.5,-3,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,5.08,-15,-1
Dan Miragliotta, United Kingdom,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.06815918,-0.180991211,-0.102127686,0.046833801,0.017443848,-0.083333333,-2.03E-05,-19.92006022,-23.78326823,-5.573181152,-6.99708252,-19.71275635,0,-5.808752441,-8.745875319,-0.039479701,-2.550472005,-0.088704427,-0.948506673,-18.04117025,-17.53669027,-3.954032389,-2.319924927,0.998024877,-2.610489909,0.567696126,-1.605074056,-3.892443848,-4.42775472,-3.016271973,-3.786922201,-20.71892904,-20.08294678,-7.617952474,-4.343843587,-2.033508301,-6.289603678,-0.380891927,-4.294848633,0.318054199,0.066105143,0.661079915,-0.025056966,2.526062012,-268.8762817,-283.4760742,-36,-1,0,-1,-7,-10,-5,0,0,0,-3,-6,0,-1,5.08,2.54,15,5
Kim Winslow, USA,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,-4
Mark Smith, USA,Red,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.34,-1,0,-1.666666667,0,0,0,-19,2,-18,-0.333333333,-42.33333333,0,-36.66666667,-1.333333333,-0.333333333,0.333333333,-0.333333333,0,-15.66666667,0.666666667,-14.66666667,0.666666667,-3,0,-3,-1,-0.333333333,1.333333333,-0.333333333,0,1.333333333,2.333333333,0,0,0.333333333,-0.333333333,0,-0.333333333,-20.66666667,0,-18,0,-438,-8,-413,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,-5.08,2.54,0,-4
Leon Roberts, Russia,Blue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.073882588,-0.0129346,0.05641845,0.049989426,0.038521312,-0.083333333,-0.086458343,-26.69666348,-19.43235806,-11.79230693,-9.769538752,-26.29937502,0,-11.4861087,-12.03916266,-0.227208475,-0.091323783,-0.094832367,0.023665345,-18.97446067,-14.16004265,-5.921638026,-5.596540306,-4.220748556,-3.094111254,-3.027072434,-2.140731861,-3.501454262,-2.178204155,-2.843596466,-2.032266585,-26.20780783,-19.14210339,-11.37525263,-9.965965595,-0.407637773,-0.566726269,-0.548601909,-0.193846927,-0.081217877,0.276471607,0.13154761,0.39027377,16.11534968,-101.9657886,-354.5010349,-41,-5,-1,1,-5,-13,-8,0,0,0,-3,-8,-2,0,0,-2.54,-5,-2
Gasper Oliver, USA,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.004401855,0.016785278,0.102530518,-0.016605632,-0.058089193,6.10E-05,0.06262207,-23.7219401,-25.44370931,-13.03437907,-11.57022298,-26.14910075,0,-15.60365804,-9.299328613,-0.047981771,0.622058105,0.000972493,0.125020345,-13.79301758,-21.72179769,-5.181575521,-8.393188477,-1.341772461,-3.005932617,-1.043843587,-2.405045573,-8.587150065,-0.715979004,-6.808959961,-0.771988932,-24.18198649,-26.66484375,-13.25652262,-12.25569661,1.032299805,0.588146973,0.739444987,0.424527995,-0.572253418,0.632987467,-0.517301432,0.260945638,-176.4169922,110.6959229,-692.8203125,24,0,-1,1,5,8,5,0,0,1,1,4,1,1,-2.54,2.54,0,1
Jason Herzog, USA,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.035,-0.25,-0.09,0,-0.083333333,-0.166666667,0,28.66666667,13,5.833333333,7.083333333,29,0,6.333333333,0.916666667,-0.416666667,-1,-0.166666667,-0.25,32.83333333,0.333333333,9.583333333,-0.666666667,2.75,4.333333333,1.583333333,1.583333333,-6.916666667,8.333333333,-5.333333333,6.166666667,27.75,15.83333333,5.416666667,9.583333333,1.166666667,0.166666667,0.583333333,-0.083333333,-0.25,-3,-0.166666667,-2.416666667,-74.25,-106.5,87,1,0,0,0,-1,-1,1,0,0,-1,0,0,0,0,-5.08,7.62,0,0
John McCarthy, USA,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.074229126,0.124547119,0.316118774,0.243916829,-0.04358724,-0.099979655,-0.000610352,9.916609701,14.16397705,4.290718587,6.496228027,8.542622884,0,3.683138021,7.826326497,0.141483561,0.15559082,0.130126953,0.275671387,9.284138997,12.62202962,4.138232422,5.468558757,2.24860026,1.378686523,0.976749674,0.518412272,-1.616129557,0.163260905,-0.824263509,0.509256999,8.876497396,13.43828125,3.499694824,4.7440389,-0.41957194,-0.40205485,-0.368245443,0.104585775,1.459684245,1.127750651,1.159269206,1.647603353,-120.5726318,42.362854,-381.1917114,0,-5,-7,2,-2,1,4,0,0,-3,1,2,1,0,-2.54,0,-15,-1
Dan Miragliotta, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.0425,-0.21625,0.050625,1,0.25,0.65625,0.333333333,-46.73958333,-33.375,-16.89583333,-14.82291667,-30.625,0,-0.802083333,-15.69791667,-1.302083333,0.875,-0.552083333,0.75,-39.95833333,-22.15625,-11.77083333,-7.708333333,-3.291666667,-3.03125,-2.9375,-1.885416667,-3.489583333,-8.1875,-2.1875,-5.229166667,-50.23958333,-31.55208333,-20.54166667,-12.75,-0.072916667,-1.333333333,0.239583333,-1.635416667,3.572916667,-0.489583333,3.40625,-0.4375,251.84375,131.59375,-111,-13,0,-1,0,-2,-4,-1,0,0,-1,-3,-1,1,0,5.08,2.54,0,5
John McCarthy, USA,Red,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.095,0.28125,0.41875,0.566666667,0.475,0.333333333,-0.025,12.325,10.16666667,9.225,5.95,30.95833333,0,26.50833333,12.85,0.341666667,1.425,0.391666667,0.641666667,9.591666667,9.758333333,6.75,5.466666667,2.033333333,0.075,1.775,0.15,0.7,0.333333333,0.7,0.333333333,2.775,3.333333333,2.133333333,1.933333333,1.408333333,0.191666667,1.325,-0.125,8.141666667,6.641666667,5.766666667,4.141666667,290.625,220.625,585.125,0,-4,-2,0,-2,-2,0,0,0,0,0,0,-2,0,-2.54,5.08,10,4
Rich Mitchell, Germany,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.06,0.125,-0.3,0.047403463,-0.136458333,0,0,17.21223958,13.05208333,7.166666667,4.916666667,24.5625,0,12.83333333,8.539590176,-0.013275274,0.416666667,0.083333333,0.0625,12.85859375,9.75,4,2.572205607,2.254783503,1.666666667,1.5,1.044270833,1.083333333,0.84375,0.837239583,0.585351563,12.83333333,11.98958333,4.104166667,3.916666667,1.447916667,1.711197917,0.979166667,1.083333333,0.416666667,-3.171875,0.31875,-1.75,62.71191406,23.875,472,-3,0,0,-1,-1,-1,-2,0,0,0,0,-1,0,0,0,10.16,0,-1
